學號,10101性別,10102性別,10201性別,10202性別,10301性別,10302性別,10401性別,10402性別,10101身分甲,10102身分甲,10201身分甲,10202身分甲,10301身分甲,10302身分甲,10401身分甲,10402身分甲,10101身分乙,10102身分乙,10201身分乙,10202身分乙,10301身分乙,10302身分乙,10401身分乙,10402身分乙,10101身分丙,10102身分丙,10201身分丙,10202身分丙,10301身分丙,10302身分丙,10401身分丙,10402身分丙
410179048,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179049,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179050,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179051,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179052,女性,女性,-,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-,指考分發生,指考分發生,指考分發生,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-
410179053,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179054,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179055,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179056,女性,女性,女性,女性,女性,-,-,-,一般生,一般生,一般生,一般生,一般生,一般生,-,-,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,-,-,一般生,一般生,一般生,一般生,一般生,一般生,-,-
410179057,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179058,男性,男性,男性,男性,男性,男性,男性,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,-,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,-,一般生,一般生,一般生,一般生,一般生,一般生,一般生,-
410179059,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179060,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179061,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179062,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179063,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179064,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179065,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179066,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179067,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179068,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179069,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179070,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179071,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179072,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179073,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179074,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179075,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179076,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179077,女性,女性,-,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-,指考分發生,指考分發生,指考分發生,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-
410179078,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179079,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179080,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179081,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410179082,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
